code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
002041,登海种业,种植业,山东,396.35,8.72,8.8,38.09,29.78,6.19,0.29,0.03,0.013999999999999999,3.19,2.27,20050418,16.17,1.84,11.49,118.48,30.84,3.27,65453.0
601939,建设银行,银行,北京,5.95,95.94,2500.11,245177.3,0.0,1657.27,1345.37,0.54,0.9009999999999999,8.29,0.86,20070925,11393.8,4.56,7.92,5.25,0.0,41.76,350336.0
601965,中国汽研,汽车服务,重庆,17.91,9.61,9.7,56.77,24.86,19.37,14.62,1.51,0.29600000000000004,4.65,1.52,20120611,18.79,1.94,-15.89,11.33,29.46,16.98,26574.0
600760,中航沈飞,航空,山东,47.24,3.99,14.0,297.69,234.36,32.62,61.51,4.39,0.44299999999999995,6.08,4.59,19961011,10.01,0.71,37.07,98.37,8.81,3.9,62089.0
603960,克来机电,专用机械,上海,52.21,0.67,1.76,9.73,5.75,1.66,1.15,0.65,0.39799999999999996,3.1,8.93,20170314,2.35,1.34,52.92,65.04,29.1,12.48,7958.0
300617,安靠智电,电气设备,江苏,33.92,0.37,1.0,10.44,8.11,1.76,4.03,4.03,0.47,8.01,2.6,20170228,3.04,3.04,-11.03,-23.46,52.34,22.95,10225.0
002414,高德红外,电器仪表,湖北,60.99,7.34,9.36,42.6,25.07,6.7,17.55,1.87,0.251,3.79,5.38,20100716,7.82,0.84,107.76,142.29,54.25,22.18,17322.0
601318,中国平安,保险,深圳,9.3,108.33,182.8,77869.63,0.0,443.41,1272.14,6.96,7.29,35.08,2.51,20070301,4292.97,23.48,18.96,63.19,0.0,14.51,547729.0
300563,神宇股份,通信设备,江苏,43.43,0.49,0.8,6.61,3.6,2.18,1.59,1.99,0.466,6.4,4.22,20161114,2.46,3.07,21.87,11.13,24.91,11.07,10949.0
600107,美尔雅,服饰,湖北,43.83,3.6,3.6,10.63,6.21,1.49,1.79,0.5,0.115,1.69,3.97,19971106,0.45,0.13,2.86,1172.79,36.01,13.0,29525.0
600667,太极实业,半导体,江苏,23.35,11.91,21.06,198.85,114.07,58.9,31.17,1.48,0.215,3.17,2.11,19930728,12.27,0.58,11.06,23.01,11.75,3.63,72970.0
600841,上柴股份,机械基件,上海,47.29,5.22,8.67,72.07,51.87,11.9,11.31,1.31,0.106,4.36,1.53,19940311,12.22,1.41,-12.91,-20.23,17.05,3.23,46112.0
600732,ST新梅,区域地产,上海,18.11,4.46,18.3,75.25,29.29,28.48,-6.65,-0.36,0.25,1.09,6.04,19960816,8.21,0.45,50.61,94.83,21.53,11.9,15386.0
603909,合诚股份,建筑工程,福建,31.78,1.4,1.43,13.36,9.57,1.37,2.3,1.6,0.306,5.17,2.51,20160628,3.77,2.63,36.56,25.85,35.73,9.23,10809.0
600098,广州发展,火力发电,广东,18.89,27.26,27.26,418.63,104.25,161.14,39.48,1.45,0.256,6.18,1.04,19970718,65.77,2.41,14.5,8.12,9.64,3.26,62135.0
002416,爱施德,电器连锁,深圳,18.82,12.23,12.39,107.58,90.32,0.11,16.22,1.31,0.247,3.96,1.56,20100528,18.33,1.48,-3.94,68.83,3.21,0.75,41724.0
002339,积成电子,电气设备,山东,0.0,4.29,5.12,33.66,24.54,2.52,4.83,0.94,-0.055,3.36,1.82,20100122,6.78,1.33,-16.7,-177.3,36.72,-2.88,41955.0
000977,浪潮信息,IT设备,山东,56.97,12.89,12.89,249.26,226.12,8.55,43.97,3.41,0.402,6.65,4.59,20000608,25.97,2.01,13.79,39.09,11.15,1.35,102000.0
300383,光环新网,电信运营,北京,34.48,14.87,15.42,122.44,38.42,44.15,44.75,2.9,0.396,5.27,3.46,20140129,20.34,1.32,20.07,28.65,21.14,11.36,60954.0
002035,华帝股份,家用电器,广东,15.18,7.84,8.73,55.56,42.24,5.6,0.81,0.09,0.59,3.19,3.75,20040901,17.49,2.0,-7.98,16.87,48.9,12.09,39457.0
600661,昂立教育,文教休闲,上海,37.23,2.59,2.87,27.53,15.11,3.76,8.19,2.86,0.36,3.75,4.76,19930614,2.94,1.03,12.77,6.72,42.57,5.79,12136.0
601038,一拖股份,农用机械,河南,61.21,5.94,9.86,117.87,66.54,29.2,20.99,2.13,0.071,4.14,1.4,20120808,5.38,0.55,6.02,117.68,14.72,1.37,38635.0
002606,大连电瓷,电气设备,辽宁,40.03,4.07,4.07,13.94,8.93,3.21,1.25,0.31,0.10800000000000001,2.26,2.55,20110805,3.45,0.85,15.32,750.01,34.28,8.67,33269.0
601606,长城军工,专用机械,安徽,1618.01,2.98,7.24,35.15,20.56,9.43,6.4,0.88,0.005,3.02,3.81,20180806,7.32,1.01,-16.33,-90.34,30.04,0.5,55837.0
600642,申能股份,火力发电,上海,12.62,45.52,49.12,637.95,157.96,273.65,48.44,0.99,0.36,5.91,0.97,19930416,52.99,1.08,5.17,33.94,7.73,5.9,139488.0
603685,晨丰科技,电气设备,浙江,17.25,0.57,1.69,14.74,9.37,3.14,5.23,3.09,0.495,6.06,1.88,20171127,3.01,1.78,32.04,19.07,23.76,10.28,9920.0
002063,远光软件,软件服务,广东,53.18,7.68,8.49,27.31,19.12,1.63,1.46,0.17,0.158,2.76,4.06,20060823,11.48,1.35,9.86,2.52,68.4,14.2,52119.0
600012,皖通高速,路桥,安徽,8.22,11.66,16.59,152.43,27.45,7.53,2.81,0.17,0.51,6.33,0.88,20030107,76.82,4.63,-0.86,-0.73,57.07,37.92,30700.0
601158,重庆水务,水务,重庆,13.91,48.0,48.0,215.97,56.41,105.11,46.15,0.96,0.3,3.07,1.81,20100329,33.69,0.7,13.27,3.61,44.37,35.23,43217.0
300546,雄帝科技,元器件,深圳,36.7,0.82,1.37,10.28,8.92,0.2,2.13,1.56,0.568,5.91,4.7,20160928,4.38,3.2,32.74,32.02,46.47,16.37,10834.0
300291,华录百纳,影视音像,北京,36.62,7.08,8.17,35.18,31.79,0.02,45.38,5.55,0.11199999999999999,3.76,1.45,20120209,-23.17,-2.83,11.94,126.39,24.34,19.16,24710.0
002440,闰土股份,染料涂料,浙江,8.71,9.37,11.51,105.23,58.47,34.1,11.39,0.99,0.937,7.37,1.48,20100706,56.35,4.9,1.12,6.0,34.79,21.09,49130.0
600038,中直股份,航空,黑龙江,47.22,5.89,5.89,244.38,212.4,20.58,43.12,7.32,0.6859999999999999,13.56,3.19,20001218,25.28,4.29,28.63,32.12,11.29,3.84,34920.0
600395,盘江股份,煤炭开采,贵州,7.3,16.55,16.55,141.13,52.95,26.68,24.3,1.47,0.541,4.28,1.23,20010531,18.37,1.11,11.26,23.37,38.05,18.13,44294.0
601068,中铝国际,建筑工程,北京,521.36,2.96,29.59,522.89,424.32,20.92,12.69,0.43,0.006999999999999999,3.01,1.72,20180831,41.24,1.39,-0.45,-91.28,9.02,0.11,54990.0
603618,杭电股份,电气设备,浙江,27.51,6.91,6.91,65.69,49.02,5.57,10.75,1.56,0.141,3.57,1.45,20150217,6.31,0.91,10.44,31.5,17.78,2.89,47904.0
600967,内蒙一机,运输设备,内蒙,30.97,9.6,16.9,211.52,163.81,20.76,41.14,2.44,0.249,5.23,1.97,20040518,27.77,1.64,5.25,20.53,9.78,5.59,55227.0
300255,常山药业,生物制药,河北,18.48,5.98,9.35,40.36,26.64,7.51,5.27,0.56,0.20800000000000002,2.87,1.78,20110819,10.97,1.17,24.11,20.66,74.12,13.59,28086.0
600217,中再资环,环境保护,陕西,16.57,13.19,13.89,54.55,46.59,4.79,0.0,0.0,0.231,1.24,4.1,19991216,8.9,0.64,4.14,34.07,32.3,13.21,45825.0
002758,华通医药,医药商业,浙江,59.37,1.8,2.1,15.49,10.58,3.22,1.41,0.67,0.128,3.0,3.39,20150527,2.32,1.1,12.41,-2.08,15.06,2.13,18808.0
600869,智慧能源,电气设备,青海,26.03,22.19,22.19,177.14,110.71,30.34,12.0,0.54,0.145,2.33,2.16,19950206,15.64,0.7,-7.19,7.97,17.08,2.74,67779.0
603138,海量数据,软件服务,北京,71.67,0.67,2.11,6.66,6.15,0.06,0.59,0.28,0.158,2.16,6.98,20170306,1.72,0.81,-0.75,-20.33,28.61,8.67,20763.0
600185,格力地产,区域地产,广东,15.33,20.6,20.6,320.61,258.59,1.64,11.11,0.54,0.23,3.81,1.31,19990611,46.27,2.25,88.69,28.65,28.47,14.62,38994.0
600526,*ST菲达,环境保护,浙江,54.38,5.47,5.47,72.59,54.03,9.2,17.01,3.11,0.069,3.57,1.39,20020722,-3.27,-0.6,-32.18,154.19,14.39,1.8,44635.0
600966,博汇纸业,造纸,山东,35.83,13.37,13.37,192.26,61.54,119.12,13.33,1.0,0.10300000000000001,3.95,1.24,20040608,23.91,1.79,1.41,-73.09,13.41,2.11,68578.0
300357,我武生物,生物制药,浙江,84.72,4.57,5.24,13.74,10.28,1.31,1.28,0.24,0.47100000000000003,2.33,22.85,20140121,4.74,0.9,29.64,30.23,96.51,49.32,14676.0
600389,江山股份,农药化肥,江苏,17.0,2.97,2.97,44.48,25.69,11.68,1.28,0.43,0.852,6.64,2.91,20010110,13.37,4.5,29.23,-2.48,17.96,6.89,12290.0
300481,濮阳惠成,化工原料,河南,24.15,2.55,2.57,8.91,5.67,2.14,2.03,0.79,0.447,3.23,4.46,20150630,3.35,1.3,8.04,34.95,37.68,22.42,21449.0
002179,中航光电,元器件,河南,37.03,10.62,10.7,148.68,121.84,18.02,14.08,1.32,0.8,6.89,5.57,20071101,37.31,3.49,19.34,19.22,33.64,12.06,34395.0
600796,钱江生化,农药化肥,浙江,0.0,3.01,3.01,9.3,4.29,3.78,0.38,0.12,-0.035,1.88,2.55,19970408,1.46,0.48,-13.69,43.36,11.52,-3.69,29525.0
300595,欧普康视,医疗保健,安徽,75.12,2.48,4.04,15.11,11.68,1.35,2.26,0.56,0.58,3.09,18.42,20170117,5.94,1.47,46.9,38.6,79.99,47.29,13710.0
601799,星宇股份,汽车配件,江苏,34.68,2.76,2.76,78.12,58.84,11.67,26.59,9.63,1.9240000000000002,16.76,5.31,20110201,15.11,5.47,10.22,20.96,23.72,12.94,5296.0
000516,国际医学,医疗保健,陕西,0.0,19.29,19.71,93.2,18.25,7.82,2.39,0.12,-0.01,2.71,1.71,19930809,29.59,1.5,-62.96,-100.91,25.29,-3.01,90863.0
600388,龙净环保,环境保护,福建,13.27,10.69,10.69,207.36,165.95,9.33,4.83,0.45,0.522,5.14,1.8,20001229,34.87,3.26,39.01,5.24,21.02,7.09,92913.0
002672,东江环保,环境保护,深圳,18.27,6.54,8.79,102.9,30.19,26.29,4.37,0.5,0.37799999999999995,4.83,1.9,20120426,27.04,3.08,4.21,-10.88,36.54,12.88,35136.0
601229,上海银行,银行,上海,5.95,67.54,142.07,21875.59,0.0,55.68,220.53,1.55,1.1520000000000001,10.79,0.85,20161116,490.41,3.45,19.76,14.59,0.0,43.19,132786.0
000030,富奥股份,汽车配件,吉林,9.99,17.6,18.11,120.73,59.52,21.78,5.17,0.29,0.341,3.53,1.29,19930929,37.8,2.09,20.51,-6.65,13.97,9.0,30394.0
603218,日月股份,工程机械,浙江,20.63,1.29,5.31,49.39,34.88,8.61,8.3,1.56,0.648,6.05,2.95,20161228,17.98,3.38,47.27,73.03,24.29,14.11,12786.0
600844,丹化科技,化工原料,江苏,0.0,8.23,10.17,35.02,7.41,20.36,17.62,1.73,-0.221,1.87,2.39,19940311,-9.35,-0.92,-33.63,-7822.64,-4.66,-33.5,46682.0
600596,新安股份,化工原料,浙江,11.5,6.95,7.05,110.14,51.42,36.69,8.76,1.24,0.59,8.12,1.09,20010906,36.14,5.12,-0.96,-65.03,16.66,4.72,69234.0
600705,中航资本,多元金融,黑龙江,14.15,89.76,89.76,3112.43,1761.67,129.92,62.46,0.7,0.24,3.21,1.38,19960516,106.01,1.18,42.94,-4.46,45.82,28.46,177317.0
002288,超华科技,元器件,广东,120.46,7.57,9.32,29.3,14.57,6.38,5.49,0.59,0.027999999999999997,1.69,2.61,20090903,0.76,0.08,0.49,-37.0,22.62,2.51,82794.0
300017,网宿科技,电信运营,上海,20.58,21.73,24.33,112.46,62.16,15.26,23.22,0.95,0.318,3.87,2.26,20091030,43.28,1.78,-1.34,26.19,25.21,16.94,149770.0
002349,精华制药,中成药,江苏,0.0,8.21,8.36,33.18,14.91,7.18,8.68,1.04,-0.26,2.43,1.78,20100203,3.92,0.47,1.74,-223.65,51.39,-22.66,30216.0
300482,万孚生物,生物制药,广东,46.0,2.4,3.43,28.29,16.73,4.21,8.67,2.53,0.86,6.18,8.41,20150630,8.95,2.61,23.51,30.44,65.22,20.38,9101.0
002803,吉宏股份,互联网,福建,15.52,1.97,2.23,23.7,15.59,4.46,5.33,2.4,1.1,5.98,3.6,20160712,5.41,2.43,33.61,76.29,44.18,10.71,11020.0
600866,星湖科技,食品,广东,19.51,6.45,7.39,19.89,7.26,7.58,10.82,1.46,0.165,2.02,2.12,19940818,-5.01,-0.68,31.42,281.36,34.85,14.43,38823.0
600633,浙数文化,互联网,浙江,19.74,12.9,13.02,99.55,24.41,4.12,32.19,2.47,0.33,6.09,1.37,19930304,35.61,2.74,51.29,3.48,72.55,20.55,49285.0
002479,富春环保,火力发电,浙江,24.32,8.87,8.94,75.63,25.14,28.95,16.98,1.9,0.258,4.32,1.94,20100921,11.49,1.29,20.09,31.43,19.43,9.1,46281.0
002225,濮耐股份,其他建材,河南,15.67,6.86,10.34,58.08,41.38,6.16,9.08,0.88,0.22,2.7,1.52,20080425,7.51,0.73,9.57,21.6,29.59,6.51,40305.0
000156,华数传媒,影视音像,浙江,17.46,12.8,14.33,152.57,92.89,29.48,62.33,4.35,0.353,7.58,1.08,20000906,28.64,2.0,4.58,4.84,37.92,20.17,37993.0
000520,长航凤凰,水运,湖北,104.84,10.12,10.12,6.0,2.25,3.68,19.6,1.94,0.028999999999999998,0.4,10.16,19931025,-28.16,-2.78,-5.92,-50.65,11.44,4.87,93646.0
002789,建艺集团,装修装饰,深圳,20.61,0.81,1.38,42.47,31.0,0.48,5.54,4.01,0.593,9.56,1.7,20160311,5.6,4.06,2.62,4.11,16.13,3.83,12069.0
600758,红阳能源,煤炭开采,辽宁,383.62,7.86,13.22,148.59,56.79,65.03,34.19,2.59,0.008,4.17,0.97,19961029,5.18,0.39,-10.37,151.48,14.74,0.22,80565.0
000016,深康佳Ａ,家用电器,深圳,16.2,15.97,24.08,416.68,272.89,25.57,2.38,0.1,0.187,3.46,1.17,19920327,44.78,1.86,40.05,4.81,4.99,1.08,92549.0
603896,寿仙谷,中成药,浙江,53.19,0.62,1.44,12.4,5.45,2.07,6.31,4.39,0.396,7.46,3.77,20170510,3.17,2.2,5.97,-4.99,84.17,16.59,15178.0
300102,乾照光电,半导体,福建,0.0,7.08,7.2,66.82,25.54,28.81,15.71,2.18,-0.069,3.93,1.01,20100812,5.2,0.72,-11.79,-132.62,16.02,-7.07,39000.0
002878,元隆雅图,文教休闲,北京,28.11,0.39,1.3,11.36,9.03,0.09,2.74,2.1,0.629,5.02,4.7,20170606,2.36,1.81,51.47,21.49,22.96,7.98,6867.0
600161,天坛生物,生物制药,北京,46.15,10.45,10.45,61.94,41.73,7.96,2.75,0.26,0.447,3.63,7.57,19980616,22.27,2.13,22.5,17.72,49.12,18.53,28956.0
300087,荃银高科,种植业,安徽,0.0,3.49,4.3,17.62,13.55,1.99,1.7,0.39,-0.067,1.63,4.81,20100526,1.35,0.31,17.37,28.64,33.73,-9.1,10140.0
600403,大有能源,煤炭开采,河南,45.91,23.91,23.91,179.87,86.7,68.33,3.29,0.14,0.064,3.58,1.09,20031009,41.51,1.74,-21.88,-77.31,26.72,3.36,19621.0
002736,国信证券,证券,深圳,19.27,82.0,82.0,2194.59,0.0,13.51,67.73,0.83,0.44,6.09,1.92,20141229,198.28,2.42,55.67,93.37,0.0,37.85,110826.0
600298,安琪酵母,食品,湖北,28.67,8.24,8.24,95.26,35.65,51.47,6.52,0.79,0.8079999999999999,5.82,5.3,20000818,32.73,3.97,13.49,-1.21,35.4,11.97,40867.0
603096,新经典,出版业,天津,29.2,0.54,1.35,20.64,19.51,0.04,9.78,7.23,1.48,13.88,4.15,20170425,6.99,5.16,2.53,7.02,47.8,28.89,4073.0
601888,中国国旅,旅游服务,北京,29.49,19.52,19.52,291.94,212.93,16.62,38.44,1.97,2.149,9.98,8.47,20091015,127.56,6.53,4.35,55.09,51.16,11.79,37914.0
603026,石大胜华,化工原料,山东,19.18,2.03,2.03,27.48,13.52,10.61,4.18,2.06,1.494,8.9,4.29,20150529,9.81,4.84,-7.68,78.2,17.71,8.54,25560.0
002002,鸿达兴业,化工原料,江苏,15.15,25.5,25.89,136.07,43.91,74.1,12.64,0.49,0.188,2.53,1.5,20040625,25.78,1.0,-6.15,-26.74,-588.61,12.0,84813.0
002460,赣锋锂业,小金属,江西,66.97,8.01,12.93,140.22,60.0,19.33,30.71,2.38,0.25,6.12,3.72,20100810,30.65,2.37,17.17,-66.15,23.9,7.82,159704.0
300269,联建光电,半导体,深圳,93.54,4.07,5.92,43.03,20.76,5.26,37.36,6.32,0.03,3.4,1.11,20111012,-24.2,-4.09,-16.15,-90.7,22.72,0.73,24426.0
300669,沪宁股份,机械基件,浙江,34.2,0.26,0.85,5.56,3.79,0.84,3.01,3.52,0.5,5.84,3.86,20170629,1.06,1.25,26.21,34.78,35.3,16.43,5896.0
601619,嘉泽新能,新型电力,宁夏,23.17,5.04,19.33,88.79,19.36,65.55,1.93,0.1,0.121,1.45,2.59,20170720,6.39,0.33,0.85,-4.89,58.33,27.97,60795.0
600491,龙元建设,建筑工程,浙江,13.72,15.3,15.3,572.46,307.36,5.28,40.5,2.65,0.41,6.7,1.12,20040524,37.65,2.46,6.59,12.45,9.12,3.89,44028.0
603726,朗迪集团,机械基件,浙江,18.08,1.86,1.86,15.91,9.28,4.09,1.2,0.65,0.462,4.82,2.31,20160421,5.58,3.0,0.23,-10.31,24.37,7.05,11917.0
002588,史丹利,农药化肥,山东,26.97,7.52,11.57,66.55,34.24,21.93,2.97,0.26,0.102,3.79,0.96,20110610,26.48,2.29,5.98,-40.09,15.21,2.59,44157.0
002141,贤丰控股,元器件,广东,0.0,6.37,11.35,18.56,4.07,2.17,1.82,0.16,-0.008,1.25,2.91,20070720,0.81,0.07,-3.04,-215.58,12.53,-1.24,53660.0
601988,中国银行,银行,北京,4.99,2107.66,2943.88,226081.64,0.0,2388.39,1422.23,0.48,0.52,5.53,0.65,20060705,7841.81,2.66,10.69,4.11,0.0,38.33,713108.0
300161,华中数控,机床制造,湖北,0.0,1.68,1.73,22.85,15.89,3.15,7.51,4.35,-0.245,6.37,2.27,20110113,1.45,0.84,16.23,28.55,34.58,-7.73,14739.0
002490,山东墨龙,化工机械,山东,0.0,3.48,7.98,62.73,29.18,27.52,8.63,1.08,-0.042,2.39,1.5,20101021,0.65,0.08,3.12,-141.7,8.8,-0.98,35820.0
300536,农尚环境,建筑工程,湖北,35.32,2.19,2.93,13.03,11.8,0.33,0.08,0.03,0.152,2.06,3.47,20160920,2.73,0.93,3.78,5.13,25.54,12.41,21701.0
300726,宏达电子,元器件,湖南,30.85,1.08,4.0,18.83,16.07,2.06,6.69,1.67,0.601,4.24,5.82,20171121,5.69,1.42,35.87,35.1,66.79,38.21,29680.0
002236,大华股份,电器仪表,浙江,20.99,18.14,29.98,279.2,219.0,14.38,16.3,0.54,0.64,4.71,3.72,20080520,92.49,3.09,9.3,20.06,40.97,11.43,106822.0
603899,晨光文具,文教休闲,上海,42.16,9.2,9.2,69.08,47.47,11.73,2.72,0.3,0.872,4.28,11.45,20150127,24.01,2.61,29.78,28.36,26.79,10.09,10782.0
002085,万丰奥威,汽车配件,浙江,19.05,21.14,21.87,139.66,69.34,45.85,1.15,0.05,0.275,2.77,2.52,20061128,35.57,1.63,-4.48,-23.28,21.61,7.84,30882.0
600486,扬农化工,农药化肥,江苏,12.08,3.1,3.1,95.67,63.16,21.58,7.73,2.49,3.451,16.2,3.43,20020425,36.18,11.67,1.09,14.69,28.73,15.15,17027.0
002719,麦趣尔,乳制品,新疆,73.47,1.62,1.74,12.67,7.52,2.18,6.75,3.88,0.106,5.21,1.99,20140128,1.51,0.86,8.0,-28.67,34.04,3.71,12054.0
600686,金龙汽车,汽车整车,福建,40.12,6.07,6.07,245.88,204.2,17.04,8.07,1.33,0.09,5.68,1.21,19931108,17.42,2.87,-8.41,-9.08,12.02,0.67,23104.0
300041,回天新材,化工原料,湖北,22.4,3.06,4.26,25.3,14.78,5.59,8.55,2.01,0.34600000000000003,3.91,2.64,20100108,4.68,1.1,2.43,33.43,32.48,10.79,14769.0
603958,哈森股份,服饰,江苏,1191.81,2.17,2.17,12.53,10.28,1.06,4.62,2.13,0.004,4.67,1.47,20160629,2.73,1.25,-10.6,-87.2,52.45,0.11,16632.0
600325,华发股份,区域地产,广东,6.29,21.08,21.18,2172.56,2033.95,6.77,9.94,0.47,0.8170000000000001,5.95,1.15,20040225,87.3,4.12,47.95,6.81,34.15,8.9,55433.0
002825,纳尔股份,化工原料,上海,36.36,0.41,1.44,10.82,6.67,1.86,2.13,1.48,0.29,4.93,2.78,20161129,3.18,2.2,14.68,-18.11,18.63,6.08,14185.0
600724,宁波富达,区域地产,浙江,9.52,14.45,14.45,51.5,31.36,6.03,2.6,0.18,0.26899999999999996,1.95,1.75,19960716,9.03,0.63,-33.22,27.19,35.42,17.07,28328.0
600641,万业企业,区域地产,上海,14.08,8.06,8.06,70.82,52.59,0.64,1.91,0.24,0.74,7.77,1.73,19930407,46.91,5.82,-30.15,-37.11,47.68,32.91,35754.0
002324,普利特,塑料,上海,47.47,3.07,5.28,37.73,23.98,8.55,3.38,0.64,0.212,4.5,2.99,20091218,13.05,2.47,-3.7,16.89,19.26,4.33,10195.0
601212,白银有色,铜,甘肃,2363.53,19.65,74.05,473.74,217.59,70.03,35.47,0.48,0.001,1.63,2.06,20170215,28.58,0.39,2.18,103.2,5.43,0.02,163545.0
600665,天地源,全国地产,陕西,8.81,8.64,8.64,265.27,255.52,1.33,2.01,0.23,0.284,4.06,0.82,19930709,21.24,2.46,-38.41,-30.36,24.76,9.94,41942.0
002062,宏润建设,建筑工程,浙江,11.83,9.6,11.03,149.17,109.39,13.11,0.0,0.0,0.21100000000000002,2.83,1.18,20060816,16.09,1.46,8.24,4.36,12.78,3.26,31789.0
600400,红豆股份,服饰,江苏,43.5,25.33,25.33,55.04,21.71,5.9,7.52,0.3,0.057,1.64,2.02,20010108,8.95,0.35,5.42,-16.93,31.57,8.08,40278.0
002847,盐津铺子,食品,湖南,42.49,0.36,1.28,14.39,5.2,6.86,3.63,2.83,0.72,6.1,6.49,20170208,2.68,2.08,30.12,62.92,42.87,9.15,11594.0
300375,鹏翎股份,汽车配件,天津,27.01,4.38,7.31,30.08,13.07,6.45,4.8,0.66,0.1,2.91,1.13,20140127,7.9,1.08,20.52,-19.35,23.11,5.99,22397.0
002446,盛路通信,通信设备,广东,50.9,6.19,8.96,53.55,29.55,2.84,20.35,2.27,0.145,4.09,2.41,20100713,6.64,0.74,1.38,7.48,34.9,12.85,67674.0
002781,奇信股份,装修装饰,深圳,45.39,2.03,2.25,46.97,42.28,2.16,7.14,3.18,0.271,8.74,1.88,20151222,9.26,4.12,-22.16,-58.91,17.69,2.26,14432.0
603055,台华新材,纺织,浙江,19.39,1.41,7.67,44.25,20.72,16.33,5.02,0.66,0.252,3.37,1.93,20170921,12.45,1.62,-12.63,-43.01,25.79,9.77,17395.0
601901,方正证券,证券,湖南,37.39,82.32,82.32,1416.22,0.0,5.14,163.76,1.99,0.131,4.7,1.39,20110810,88.13,1.07,33.95,136.48,0.0,21.64,196537.0
000797,中国武夷,全国地产,福建,21.2,15.59,15.72,179.74,163.98,8.03,22.33,1.42,0.12,3.25,1.0,19970715,10.33,0.66,34.58,0.7,17.07,6.32,28631.0
600811,东方集团,综合类,黑龙江,19.04,37.15,37.15,476.21,248.32,8.5,88.88,2.39,0.128,5.65,0.57,19940106,55.19,1.49,21.22,-38.72,2.22,5.07,89443.0
600600,青岛啤酒,啤酒,山东,21.56,6.96,13.51,365.78,202.21,104.39,34.44,2.55,1.9140000000000001,14.73,3.73,19930827,135.57,10.03,5.31,23.15,40.19,10.39,33414.0
000400,许继电气,电气设备,河南,27.25,10.08,10.08,145.97,122.99,11.48,8.3,0.82,0.264,7.9,1.21,19970418,56.12,5.57,25.93,71.45,18.76,5.09,65353.0
300251,光线传媒,影视音像,北京,19.0,27.84,29.34,117.77,50.55,0.35,22.24,0.76,0.37799999999999995,3.19,3.0,20110803,40.02,1.36,91.47,-51.46,45.14,45.08,66434.0
002108,沧州明珠,塑料,河北,19.82,14.18,14.18,46.79,18.88,14.19,1.84,0.13,0.12,2.3,1.38,20070124,14.26,1.01,-10.08,-45.16,16.99,7.55,80948.0
300463,迈克生物,医疗保健,四川,28.78,3.77,5.58,52.41,33.54,13.3,4.34,0.78,0.75,5.39,5.29,20150528,19.53,3.5,20.11,16.5,52.76,17.64,14369.0
002411,延安必康,化学制药,陕西,37.34,14.26,15.32,224.27,80.46,24.5,50.52,3.3,0.318,6.51,2.43,20100525,27.43,1.79,14.78,-19.29,22.72,7.43,25925.0
000039,中集集团,轻工机械,深圳,39.99,15.23,35.83,1670.02,812.86,240.43,49.76,1.39,0.14,9.5,1.0,19940408,209.27,5.84,-7.84,-72.54,13.69,1.03,85488.0
300618,寒锐钴业,小金属,江苏,0.0,1.6,2.69,32.0,20.72,3.79,2.85,1.06,-0.15,5.98,9.47,20170306,9.09,3.38,-42.41,-105.75,7.93,-3.24,28295.0
600870,ST厦华,家用电器,福建,0.0,5.23,5.23,0.51,0.5,0.0,22.86,4.37,-0.001,0.02,204.25,19950228,-28.74,-5.49,-40.21,91.69,24.17,-5.43,16793.0
002694,顾地科技,塑料,湖北,322.5,5.09,5.97,27.1,12.74,7.09,2.16,0.36,0.006999999999999999,1.75,1.75,20120816,2.09,0.35,-10.14,-75.55,20.54,0.37,33661.0
600565,迪马股份,全国地产,重庆,9.8,23.69,24.38,766.97,696.84,1.5,23.53,0.96,0.233,3.35,0.91,20020723,28.13,1.15,37.26,51.4,30.56,8.92,84966.0
600282,南钢股份,普钢,江苏,4.26,44.28,44.28,448.53,193.63,196.66,18.73,0.42,0.536,3.73,0.82,20000919,91.81,2.07,9.18,-30.9,13.83,6.47,126273.0
002132,恒星科技,钢加工,河南,25.91,12.52,12.56,53.1,28.99,13.27,11.82,0.94,0.08800000000000001,2.24,1.36,20070427,3.89,0.31,10.06,728.33,13.91,4.4,47000.0
600033,福建高速,路桥,福建,9.39,27.44,27.44,177.01,21.56,138.63,16.58,0.6,0.242,3.49,0.87,20010209,39.5,1.44,6.08,9.47,65.14,31.78,111955.0
000969,安泰科技,钢加工,北京,40.78,10.01,10.26,93.76,46.13,29.9,27.02,2.63,0.11,4.27,1.4,20000529,2.82,0.27,-5.51,240.29,18.81,3.11,65086.0
002293,罗莱生活,纺织,江苏,15.59,7.71,8.31,51.91,38.45,3.57,7.93,0.95,0.431,4.66,1.92,20090910,19.32,2.32,-1.64,-5.0,43.44,10.55,29192.0
603898,好莱客,家居用品,广东,13.19,3.1,3.1,35.7,17.77,7.28,7.88,2.54,0.85,7.82,1.9,20150217,11.88,3.84,2.53,-14.83,39.35,16.78,11573.0
002868,绿康生化,农业综合,福建,45.41,0.38,1.2,8.95,5.11,1.98,3.76,3.13,0.294,6.21,2.86,20170503,2.06,1.72,-13.07,-40.88,30.87,16.0,13072.0
002180,纳思达,IT设备,广东,33.55,9.97,10.63,374.11,115.88,31.32,14.33,1.35,0.662,5.25,5.64,20071113,30.07,2.83,5.86,41.85,35.93,4.18,13549.0
