code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
688300,N联瑞,矿物制品,江苏,53.12,0.2,0.86,4.58,2.82,1.13,1.24,1.44,0.621,10.18,4.32,20191115,1.53,1.78,0.0,0.0,46.22,23.55,20390.0
688101,N三达膜,专用机械,陕西,29.77,0.77,3.34,27.04,10.66,0.43,1.3,0.39,0.685,9.27,2.93,20191115,11.99,3.59,0.0,0.0,41.15,43.55,67911.0
300796,N贝斯美,化工原料,浙江,36.17,0.3,1.21,7.67,3.84,2.36,3.17,2.62,0.425,8.14,2.52,20191115,1.71,1.41,0.0,0.0,30.28,13.77,60576.0
002502,鼎龙文化,影视音像,广东,0.0,6.97,8.6,17.65,12.36,0.69,16.37,1.9,-0.542,1.94,1.63,20101117,-8.55,-0.99,512.63,-1494.35,6.84,-58.86,38986.0
300341,麦克奥迪,电气设备,福建,28.69,5.1,5.1,15.95,10.87,2.86,0.0,0.0,0.20600000000000002,1.86,4.23,20120726,4.05,0.79,14.7,10.2,44.23,13.21,13949.0
000038,深大通,广告包装,深圳,2655.41,2.32,5.23,31.65,24.12,0.42,43.13,8.25,0.003,5.42,2.06,19940808,-20.39,-3.9,-29.78,-99.25,6.57,0.11,32536.0
002199,东晶电子,元器件,浙江,122.68,2.43,2.43,4.78,2.96,1.63,5.16,2.12,0.076,1.64,7.53,20071221,-3.78,-1.55,13.68,200.8,14.11,11.89,16778.0
300494,盛天网络,互联网,湖北,68.08,1.48,2.4,14.99,9.99,0.52,3.37,1.4,0.151,4.19,3.27,20151231,3.63,1.51,15.52,-30.71,27.31,8.52,22906.0
600592,龙溪股份,机械基件,福建,47.22,4.0,4.0,27.05,17.54,7.03,6.96,1.74,0.27,4.76,3.57,20020805,6.17,1.54,-14.63,28.37,27.06,15.47,15352.0
300277,海联讯,软件服务,深圳,215.37,3.34,3.35,7.79,7.39,0.07,0.83,0.25,0.032,1.4,6.52,20111123,0.33,0.1,49.41,830.98,25.27,6.13,13352.0
300797,钢研纳克,电器仪表,北京,60.39,0.62,2.48,7.18,5.42,1.11,0.97,0.39,0.209,2.82,5.96,20191101,1.59,0.64,0.0,0.0,44.16,13.74,118577.0
002967,广电计量,综合类,广东,61.08,0.83,3.31,23.78,10.58,8.75,2.55,0.77,0.212,4.32,3.99,20191108,3.26,0.98,0.0,0.0,45.8,7.03,152800.0
600455,博通股份,文教休闲,陕西,94.13,0.62,0.62,7.98,3.21,4.15,1.46,2.33,0.292,2.4,15.23,20040329,-0.65,-1.05,4.66,163.42,58.37,13.49,4677.0
300799,左江科技,软件服务,北京,235.64,0.17,0.68,3.14,2.51,0.56,0.33,0.48,0.34,8.2,13.01,20191029,1.42,2.09,0.0,0.0,77.83,24.5,33997.0
002952,亚世光电,元器件,辽宁,45.57,0.23,1.1,8.94,7.99,0.49,4.18,3.82,0.59,7.06,4.87,20190328,2.12,1.93,0.0,0.0,28.66,18.4,17487.0
603258,电魂网络,互联网,浙江,29.54,2.4,2.44,23.88,14.8,2.25,8.79,3.61,0.59,7.44,3.07,20161026,5.88,2.41,51.62,59.35,82.99,29.2,27880.0
300709,精研科技,元器件,江苏,53.33,0.57,0.89,20.2,12.44,6.49,8.76,9.87,1.16,15.53,5.28,20171019,3.66,4.13,76.17,450.4,38.98,9.94,8400.0
300615,欣天科技,元器件,深圳,209.25,0.54,1.9,5.39,4.02,1.09,1.58,0.83,0.076,2.5,8.45,20170215,1.1,0.58,-4.39,-23.18,28.66,8.59,19684.0
300311,任子行,软件服务,深圳,87.59,4.64,6.8,23.45,13.43,1.87,2.0,0.29,0.078,2.19,4.16,20120425,5.9,0.87,-24.83,-51.89,66.01,8.38,48030.0
300081,恒信东方,文教休闲,北京,33.27,3.16,5.29,31.81,17.43,0.42,15.44,2.92,0.203,5.02,1.8,20100520,5.85,1.11,-17.84,-47.8,44.0,27.0,29747.0
002552,宝鼎科技,机械基件,浙江,119.53,2.0,3.06,7.31,3.36,2.6,4.09,1.33,0.183,2.16,13.47,20110225,-0.79,-0.26,14.47,122.36,16.04,22.37,36075.0
002524,光正集团,医疗保健,新疆,38.84,4.84,5.16,18.84,5.75,3.19,4.29,0.83,0.24,1.81,6.67,20101217,0.01,0.0,38.83,1218.71,38.71,12.17,32879.0
300598,诚迈科技,软件服务,江苏,1050.08,0.48,0.8,6.19,4.67,1.12,1.75,2.19,0.071,5.81,17.16,20170120,1.88,2.35,22.52,-41.93,24.6,1.22,14369.0
300223,北京君正,半导体,北京,155.88,1.27,2.01,12.86,10.04,0.36,7.6,3.78,0.322,6.16,10.87,20110531,2.37,1.18,50.12,212.2,39.35,26.95,28878.0
300113,顺网科技,互联网,浙江,31.22,4.78,6.94,35.02,17.56,0.63,2.83,0.41,0.51,3.96,5.28,20100827,18.79,2.71,-20.54,-20.43,68.63,28.62,36585.0
300564,筑博设计,建筑工程,西藏,41.46,0.25,1.0,9.87,7.43,2.22,0.99,0.99,0.9520000000000001,9.94,5.29,20191108,2.66,2.66,0.0,0.0,35.07,14.35,51626.0
603701,德宏股份,汽车配件,浙江,40.53,2.01,2.04,8.77,5.07,1.9,1.97,0.96,0.22,3.38,3.52,20160412,2.57,1.26,-0.67,-55.84,30.31,13.35,23273.0
002201,九鼎新材,玻璃,江苏,1289.11,3.32,3.32,22.87,7.21,12.35,3.69,1.11,0.015,2.72,9.72,20071226,1.68,0.51,-7.83,-31.25,25.02,0.75,50722.0
300802,矩子科技,IT设备,上海,39.7,0.25,1.0,5.65,3.98,1.18,0.98,0.98,0.66,9.24,3.78,20191114,2.39,2.39,0.0,0.0,39.97,21.83,51826.0
002870,香山股份,电器仪表,广东,57.07,0.4,1.11,10.32,6.76,1.54,4.73,4.27,0.303,7.7,2.99,20170515,2.15,1.95,-10.64,40.33,28.9,5.48,14283.0
002492,恒基达鑫,仓储物流,广东,42.82,3.98,4.05,17.21,6.58,7.43,4.2,1.04,0.10400000000000001,3.13,1.9,20101102,3.97,0.98,3.42,-18.82,47.42,21.33,23969.0
300267,尔康制药,化学制药,湖南,62.39,14.15,20.63,61.86,29.75,21.91,9.56,0.46,0.081,2.8,2.4,20110927,25.64,1.24,26.06,-43.96,27.11,8.56,30513.0
600890,中房股份,区域地产,北京,0.0,5.79,5.79,2.55,1.4,0.06,0.2,0.04,-0.038,0.4,15.98,19960318,-4.54,-0.78,-17.19,34.41,-826.66,-5602.68,20611.0
300302,同有科技,软件服务,北京,1069.03,2.47,4.56,14.85,5.3,0.81,3.99,0.88,0.008,2.55,4.71,20120321,2.68,0.59,-24.23,-84.5,42.08,1.63,26442.0
002647,仁东控股,多元金融,浙江,139.98,5.6,5.6,29.94,14.59,0.05,1.91,0.34,0.08800000000000001,1.8,9.13,20111228,2.12,0.38,-7.25,65.67,25.59,5.33,5726.0
002836,新宏泽,广告包装,广东,60.26,0.56,1.6,7.52,2.72,2.44,0.35,0.22,0.166,2.4,5.57,20161229,1.51,0.94,71.14,6.27,32.65,9.14,15557.0
300379,东方通,软件服务,北京,168.87,2.3,2.77,20.18,7.41,0.81,12.41,4.48,0.18,5.45,7.22,20140128,1.33,0.48,31.64,115.5,79.5,19.2,29735.0
300558,贝达药业,化学制药,浙江,107.37,3.79,4.01,40.05,8.42,5.79,6.35,1.58,0.495,5.91,11.99,20161107,11.47,2.86,34.05,34.37,93.54,15.97,19825.0
601872,招商轮船,水运,上海,37.15,52.99,60.67,532.08,93.7,404.49,98.12,1.62,0.11900000000000001,3.49,1.69,20061201,47.14,0.78,33.99,64.25,16.12,7.37,144030.0
002045,国光电器,元器件,广东,12.29,4.67,4.68,45.97,29.93,6.51,8.28,1.77,0.664,4.13,2.64,20050523,4.72,1.01,12.47,602.15,16.16,9.43,39331.0
002750,龙津药业,中成药,云南,2175.71,3.97,4.0,7.9,4.52,1.9,0.0,0.0,0.005,1.62,8.07,20150324,2.01,0.5,-25.22,-87.57,88.04,0.96,39670.0
600146,商赢环球,服饰,宁夏,0.0,4.7,4.7,17.55,12.48,0.85,26.25,5.59,-0.606,1.93,7.7,19990707,-21.99,-4.68,-48.63,-532.76,36.66,-29.62,15312.0
600673,东阳光,铝,广东,24.11,24.59,30.14,257.86,129.6,58.23,6.71,0.22,0.264,2.27,3.75,19930917,35.48,1.18,23.65,-4.92,46.29,7.51,68808.0
000503,国新健康,医疗保健,海南,0.0,8.99,8.99,11.1,6.5,0.3,0.0,0.0,-0.163,1.18,13.58,19921130,2.63,0.29,15.09,-29.11,-105.75,-272.53,57247.0
603160,汇顶科技,元器件,深圳,43.17,4.49,4.56,76.2,63.56,1.83,14.94,3.28,3.82,12.55,17.24,20161017,39.85,8.74,97.77,437.22,61.37,36.6,26985.0
603068,博通集成,半导体,上海,64.86,0.35,1.39,15.92,15.19,0.51,6.87,4.95,1.33,8.48,12.05,20190415,3.14,2.26,0.0,0.0,35.92,21.0,18997.0
600216,浙江医药,化学制药,浙江,25.95,9.64,9.65,105.87,52.07,39.8,13.43,1.39,0.38,8.1,1.59,19991021,44.63,4.62,4.21,-30.0,40.27,6.77,48000.0
600536,中国软件,软件服务,北京,0.0,4.95,4.95,55.0,43.09,4.81,9.76,1.97,-0.496,3.89,18.43,20020517,4.23,0.86,23.81,-3.38,33.28,-7.8,79728.0
002332,仙琚制药,生物制药,浙江,24.53,9.04,9.16,58.41,29.45,12.11,8.57,0.94,0.317,3.08,3.36,20100112,8.99,0.98,4.49,37.4,60.68,10.5,31000.0
603508,思维列控,软件服务,河南,11.28,1.58,1.95,49.75,20.99,2.8,24.06,12.35,3.89,22.15,2.59,20151224,17.51,8.99,84.65,450.71,61.45,101.66,27709.0
002605,姚记科技,文教休闲,上海,18.06,2.7,3.99,28.59,8.38,3.58,1.64,0.41,0.662,3.6,4.43,20110805,8.77,2.19,130.21,244.28,63.19,21.59,21080.0
300567,精测电子,电器仪表,湖北,31.82,1.28,2.45,37.56,26.58,2.53,3.52,1.43,0.91,5.41,7.04,20161122,6.92,2.82,63.59,15.37,46.89,15.31,22810.0
002773,康弘药业,化学制药,四川,41.95,6.21,8.76,55.08,30.87,6.9,3.77,0.43,0.631,5.1,6.92,20150626,28.73,3.28,10.41,9.05,92.29,22.92,12461.0
600485,*ST信威,通信设备,北京,0.0,18.95,29.24,78.29,29.53,4.85,30.69,1.05,-5.4239999999999995,-2.98,-0.39,20030807,-143.37,-4.9,5.51,-1825.79,26.81,-8491.11,147832.0
600640,号百控股,影视音像,上海,102.1,5.89,7.96,65.2,48.94,7.17,23.84,3.0,0.111,5.64,2.68,19930407,10.58,1.33,10.66,-52.23,16.37,3.13,25524.0
603133,碳元科技,元器件,江苏,0.0,1.12,2.1,16.7,7.05,2.15,4.49,2.13,-0.071,4.32,4.49,20170320,2.14,1.02,-10.59,-131.8,17.81,-4.25,21916.0
002174,游族网络,互联网,福建,14.37,6.45,8.88,94.25,60.2,7.19,8.56,0.96,0.81,5.97,2.55,20070925,39.3,4.42,0.73,3.29,53.9,26.69,39569.0
600764,中国海防,通信设备,北京,354.59,3.29,3.95,14.49,10.65,2.94,4.17,1.06,0.057999999999999996,2.75,9.91,19961104,2.5,0.63,-0.5,-9.37,43.1,13.28,13044.0
000982,*ST 中绒,纺织,宁夏,0.0,18.05,18.05,75.98,22.44,44.88,20.29,1.12,-0.381,-0.97,-2.08,20000706,-56.0,-3.1,-61.99,-31.25,-5.19,-118.93,30093.0
002684,*ST猛狮,电气设备,广东,0.0,4.04,5.67,72.92,29.6,22.45,20.08,3.54,-1.2770000000000001,-1.4,-2.02,20120612,-33.96,-5.99,-26.77,-23.34,8.37,-86.39,30839.0
300487,蓝晓科技,化工原料,陕西,22.8,1.1,2.07,21.33,10.28,2.08,3.5,1.69,1.12,5.66,5.98,20150702,6.22,3.01,103.41,164.59,49.75,27.1,12645.0
300659,中孚信息,软件服务,山东,399.05,0.66,1.33,6.01,5.19,0.49,2.26,1.7,0.10300000000000001,3.45,15.93,20170526,0.94,0.71,72.77,467.26,70.26,4.54,5374.0
603444,吉比特,互联网,福建,22.32,0.42,0.72,40.68,20.88,4.53,11.05,15.37,9.34,40.75,6.81,20170104,17.38,24.18,34.07,32.17,91.65,43.08,13346.0
688028,沃尔德,专用机械,北京,82.65,0.18,0.8,8.84,6.52,1.67,5.44,6.8,0.69,10.62,5.78,20190722,2.04,2.55,0.0,0.0,48.76,24.11,9568.0
300229,拓尔思,软件服务,北京,68.98,4.65,4.78,26.93,15.08,1.43,6.37,1.33,0.131,4.06,2.98,20110615,7.39,1.55,19.46,40.89,56.86,9.81,35985.0
002757,南兴股份,专用机械,广东,16.64,1.57,1.97,23.1,9.33,5.04,9.45,4.79,0.753,8.85,1.89,20150527,5.7,2.89,35.24,26.61,26.7,13.5,13929.0
603976,正川股份,医疗保健,重庆,60.88,0.38,1.51,12.15,7.91,3.13,5.56,3.67,0.311,6.76,3.74,20170822,2.77,1.83,-15.1,-29.18,29.08,12.19,8851.0
688363,华熙生物,生物制药,山东,85.92,0.46,4.8,25.01,14.05,4.25,12.52,2.61,0.867,9.14,10.87,20191106,4.11,0.86,0.0,0.0,78.98,32.32,32608.0
600518,ST康美,中成药,广东,386.83,44.09,49.74,717.83,515.38,86.45,116.5,2.34,0.006999999999999999,5.02,0.69,20010319,70.67,1.42,-28.61,-95.19,37.27,0.32,213227.0
002123,梦网集团,互联网,深圳,72.0,6.62,8.08,66.58,29.69,3.76,24.54,3.04,0.23,5.77,3.75,20070328,15.32,1.9,0.68,19.47,24.57,8.9,41303.0
603083,剑桥科技,通信设备,上海,0.0,0.86,1.67,27.76,15.69,5.64,5.5,3.29,-0.055,6.62,3.94,20171110,3.63,2.17,-5.24,-116.37,15.96,-0.43,19685.0
300748,金力永磁,元器件,江西,113.76,2.55,4.13,22.59,17.47,3.67,3.82,0.92,0.258,2.83,13.81,20180921,3.28,0.79,18.95,-7.08,20.39,9.1,48350.0
600634,*ST富控,互联网,上海,0.0,5.76,5.76,43.04,10.22,0.41,9.87,1.72,-1.15,-7.3,-0.18,19930304,-58.15,-10.1,23.31,-47.35,72.64,-90.01,39665.0
603489,八方股份,电气设备,江苏,31.27,0.3,1.2,8.99,8.35,0.24,1.67,1.39,1.993,15.81,5.25,20191111,3.8,3.16,0.0,0.0,41.96,27.18,33142.0
300030,阳普医疗,医疗保健,广东,64.85,2.58,3.09,15.3,7.19,2.64,3.95,1.28,0.07400000000000001,2.7,2.38,20091225,0.96,0.31,4.6,51.21,43.46,5.58,24026.0
300224,正海磁材,元器件,山东,57.05,7.36,8.2,37.41,27.42,5.32,12.42,1.51,0.102,3.24,2.41,20110531,5.55,0.68,8.0,45.97,19.67,6.67,49413.0
601100,恒立液压,工程机械,江苏,32.24,8.82,8.82,80.4,50.86,22.26,18.34,2.08,1.04,5.89,7.59,20111028,22.29,2.53,21.32,27.49,36.55,23.92,12230.0
300483,沃施股份,专用机械,上海,47.47,0.5,1.02,68.21,11.26,5.53,11.79,11.56,0.589,14.71,2.54,20150630,1.96,1.92,490.42,1466.17,54.18,5.56,5744.0
300417,南华仪器,电器仪表,广东,18.56,0.41,0.82,6.76,4.91,1.5,1.2,1.47,1.91,5.51,8.42,20150123,2.75,3.38,293.84,725.98,64.53,36.88,7065.0
300735,光弘科技,通信设备,广东,28.71,1.66,4.61,31.13,20.08,8.37,8.63,1.87,0.665,4.37,5.82,20171229,6.21,1.35,81.61,72.84,24.67,14.96,35352.0
603866,桃李面包,食品,辽宁,45.51,6.59,6.59,50.58,26.29,13.04,10.39,1.58,0.764,5.24,8.84,20151222,14.84,2.25,16.95,8.71,39.61,12.21,6674.0
603711,香飘飘,软饮料,浙江,61.56,0.46,4.19,36.61,19.04,12.28,6.86,1.64,0.315,5.53,4.68,20171130,12.63,3.01,41.67,57.41,39.22,5.56,11332.0
603429,集友股份,广告包装,安徽,70.24,1.27,2.66,14.31,7.46,4.66,4.63,1.74,0.4,4.03,8.78,20170124,3.31,1.25,42.86,33.18,43.54,24.4,3951.0
002786,银宝山新,专用机械,深圳,0.0,3.8,3.81,43.0,28.86,10.03,1.74,0.46,-0.392,2.58,3.64,20151223,3.69,0.97,-6.29,-901.52,13.19,-7.22,46579.0
300474,景嘉微,元器件,湖南,107.78,1.43,3.01,25.4,21.45,2.16,13.74,4.56,0.408,7.67,7.66,20160331,5.77,1.91,31.61,24.71,74.79,31.93,17396.0
603886,元祖股份,食品,上海,11.8,1.21,2.4,28.63,20.68,3.03,5.15,2.15,1.147,6.33,2.85,20161228,6.31,2.63,8.84,6.94,65.91,15.39,14458.0
002461,珠江啤酒,啤酒,广东,29.88,13.6,22.13,121.67,60.23,31.45,44.36,2.0,0.205,3.82,2.14,20100818,16.08,0.73,5.47,43.4,46.28,13.03,33050.0
600010,包钢股份,普钢,内蒙,36.81,316.77,455.85,1487.29,455.11,672.19,13.99,0.03,0.026000000000000002,1.18,1.08,20010309,51.77,0.11,-2.87,-48.4,13.98,2.54,597101.0
000831,五矿稀土,小金属,山西,134.86,9.81,9.81,28.06,22.96,1.06,7.4,0.75,0.063,2.23,5.06,19980911,2.71,0.28,119.33,-23.07,8.66,4.76,123759.0
603187,海容冷链,机械基件,山东,15.17,0.28,1.13,20.18,16.0,2.82,7.14,6.31,1.6,12.72,2.52,20181129,5.35,4.73,25.65,45.18,33.44,15.62,11790.0
600132,重庆啤酒,啤酒,重庆,31.2,4.84,4.84,36.6,18.7,11.51,0.0,0.0,1.227,2.79,18.28,19971030,6.43,1.33,3.47,54.39,41.78,19.63,17671.0
002925,盈趣科技,元器件,福建,21.43,1.66,4.58,50.11,37.89,3.6,17.1,3.73,1.419,8.35,4.85,20180115,15.73,3.43,29.02,7.31,38.71,24.98,27624.0
603989,艾华集团,元器件,湖南,24.52,3.9,3.9,33.39,22.98,8.9,8.37,2.15,0.557,5.11,3.56,20150515,6.11,1.57,1.02,-3.48,30.11,13.39,12423.0
688366,昊海生科,生物制药,上海,45.36,0.15,1.78,45.4,25.62,5.17,17.7,9.95,1.412,29.93,2.85,20191030,17.29,9.72,0.0,0.0,77.4,21.93,0.0
002679,福建金森,林业,福建,375.44,2.36,2.36,16.45,14.87,0.2,2.45,1.04,0.036000000000000004,3.21,5.56,20120605,2.47,1.05,12.09,-34.65,68.67,8.41,9266.0
002289,*ST宇顺,元器件,深圳,0.0,2.59,2.8,5.05,1.68,2.89,17.05,6.08,-0.182,0.95,7.32,20090903,-17.36,-6.19,-31.89,24.22,1.59,-31.41,13000.0
002555,三七互娱,互联网,安徽,19.33,13.18,21.12,97.63,55.97,0.41,2.21,0.1,0.737,3.09,6.15,20110302,42.86,2.03,72.72,27.7,86.43,16.27,39059.0
603121,华培动力,汽车配件,上海,50.79,0.54,2.16,13.66,8.85,3.93,6.24,2.89,0.36,5.03,4.74,20190111,2.26,1.05,21.58,24.95,39.7,16.79,32761.0
601011,宝泰隆,焦炭加工,黑龙江,76.04,15.99,16.11,110.73,22.8,15.94,32.6,2.02,0.042,3.83,1.12,20110309,11.93,0.74,-18.06,-75.27,15.09,3.2,111854.0
300289,利德曼,生物制药,北京,181.87,4.17,4.21,16.64,7.71,6.13,2.43,0.58,0.026000000000000002,3.14,1.98,20120216,6.08,1.44,-30.89,-82.39,54.91,2.98,15528.0
000990,诚志股份,化工原料,江西,38.46,3.88,12.53,241.1,54.89,64.12,129.04,10.3,0.28,13.1,1.07,20000706,25.72,2.05,-1.54,-47.38,28.86,7.97,33972.0
000708,中信特钢,特种钢,湖北,13.05,4.49,29.69,682.79,258.39,318.27,113.91,3.84,1.235,8.28,2.59,19970326,99.97,3.37,4.65,37.33,17.26,6.43,16903.0
600358,国旅联合,旅游服务,江苏,0.0,5.05,5.05,7.98,5.43,0.25,3.55,0.7,-0.004,0.89,4.02,20000922,-4.09,-0.81,30.59,86.89,24.03,-0.86,41089.0
600380,健康元,化学制药,深圳,19.21,19.38,19.38,237.96,149.14,39.76,23.98,1.24,0.402,5.32,1.93,20010608,53.59,2.77,7.58,21.41,65.43,8.38,88315.0
600556,ST慧球,软件服务,广西,0.0,3.95,3.95,0.76,0.6,0.01,4.56,1.15,-0.215,-0.11,-86.36,20010807,-9.34,-2.36,-58.12,-525.95,23.89,-426.91,29292.0
600804,鹏博士,电信运营,四川,143.75,14.32,14.32,229.03,38.08,90.97,24.21,1.69,0.032,4.85,1.28,19940103,30.86,2.15,-12.68,-86.44,44.51,1.01,108451.0
002879,长缆科技,电气设备,湖南,21.03,1.12,1.93,17.4,14.39,1.94,7.09,3.67,0.54,7.58,1.98,20170707,5.9,3.05,20.69,8.97,52.05,18.16,16360.0
300753,爱朋医疗,医疗保健,江苏,35.31,0.2,0.81,7.08,5.05,0.34,3.75,4.64,0.9329999999999999,8.02,5.48,20181213,1.76,2.17,29.31,52.02,72.64,28.9,10226.0
300464,星徽精密,机械基件,广东,34.35,1.98,3.53,34.49,17.07,4.33,10.96,3.1,0.31,4.93,2.37,20150610,2.64,0.75,350.64,10487.75,43.73,3.98,10086.0
300516,久之洋,电器仪表,湖北,133.09,1.8,1.8,11.71,8.71,2.41,3.92,2.18,0.172,5.81,5.26,20160602,4.15,2.31,12.62,0.93,32.58,8.56,19928.0
603629,利通电子,元器件,江苏,39.64,0.25,1.0,17.56,13.73,2.7,6.41,6.41,0.502,9.69,2.74,20181224,2.06,2.06,-0.66,-26.03,19.19,4.78,12749.0
002778,高科石化,石油加工,江苏,87.04,0.58,0.89,8.04,4.96,1.77,2.14,2.41,0.14800000000000002,7.18,2.4,20160106,3.02,3.38,0.6,-34.36,11.73,2.66,9973.0
000711,京蓝科技,软件服务,黑龙江,109.43,4.06,10.24,125.23,76.94,3.59,37.06,3.62,0.033,5.13,0.93,19970411,4.88,0.48,-16.46,-78.08,30.01,2.4,39099.0
002368,太极股份,软件服务,北京,143.24,4.05,4.13,87.74,62.61,8.29,9.57,2.32,0.185,6.88,5.12,20100312,13.14,3.18,18.02,9.58,23.89,1.66,22368.0
603022,新通联,广告包装,上海,88.47,2.0,2.0,8.35,4.18,1.98,1.35,0.67,0.128,3.17,4.76,20150518,2.77,1.38,1.61,-19.6,20.01,5.14,16168.0
603778,乾景园林,建筑工程,北京,141.6,5.0,5.0,18.78,15.52,0.04,0.24,0.05,0.027000000000000003,2.03,2.54,20151231,4.43,0.89,1.59,-29.3,20.12,6.1,25247.0
002188,*ST巴士,广告包装,浙江,0.0,2.41,2.96,1.18,0.73,0.38,16.11,5.45,-0.12,-2.25,-1.22,20071122,-25.8,-8.73,-79.99,92.86,8.97,-169.13,12812.0
603688,石英股份,矿物制品,江苏,34.63,3.37,3.37,15.33,7.86,4.58,4.71,1.4,0.337,4.24,3.66,20141031,5.94,1.76,1.63,10.67,43.75,24.52,11977.0
300288,朗玛信息,软件服务,贵州,43.11,2.08,3.38,19.1,5.61,1.5,3.86,1.14,0.19699999999999998,4.05,2.79,20120216,5.74,1.7,-0.28,-14.54,45.95,19.06,33824.0
300406,九强生物,生物制药,北京,29.06,3.3,5.02,19.53,13.4,2.34,0.63,0.13,0.434,3.69,4.55,20141030,11.91,2.37,7.31,11.73,68.3,38.1,14385.0
300681,英搏尔,元器件,广东,0.0,0.19,0.76,9.28,5.29,2.34,3.61,4.77,-0.674,7.83,4.3,20170725,1.26,1.66,-48.6,-193.98,10.29,-22.89,6094.0
000670,*ST盈方,元器件,湖北,0.0,6.0,8.17,1.99,0.27,1.13,2.95,0.36,-0.06,0.18,11.73,19961217,-4.55,-0.56,-96.09,14.25,-38.51,-1219.71,78683.0
000058,深 赛 格,元器件,深圳,64.55,5.38,12.36,62.45,42.76,0.71,1.48,0.12,0.08900000000000001,1.56,4.93,19961226,3.89,0.32,-22.92,-20.14,34.06,9.9,82480.0
300076,GQY视讯,IT设备,浙江,110.35,3.7,4.24,11.07,9.63,0.67,5.08,1.2,0.043,2.4,2.61,20100430,0.56,0.13,-60.65,-45.44,31.93,29.35,26534.0
600223,鲁商发展,区域地产,山东,22.97,10.01,10.01,571.49,556.16,8.11,1.09,0.11,0.185,2.58,2.2,20000113,13.61,1.36,28.45,47.53,19.49,2.64,25968.0
600733,北汽蓝谷,汽车整车,北京,0.0,16.86,34.94,580.51,465.18,51.97,139.32,3.99,-0.077,4.87,1.1,19960816,-4.05,-0.12,78.64,-303.55,5.04,-1.54,53220.0
600392,盛和资源,小金属,四川,42.12,14.34,17.55,91.19,66.45,5.42,21.1,1.2,0.147,3.1,2.66,20030529,15.2,0.87,2.07,-23.94,13.72,4.74,93203.0
300334,津膜科技,专用机械,天津,0.0,2.92,3.02,27.07,13.42,2.79,10.65,3.53,-0.344,5.17,1.35,20120705,1.56,0.52,-21.08,-2117.05,31.62,-28.19,21579.0
300585,奥联电子,汽车配件,江苏,71.67,0.83,1.6,7.8,3.69,1.45,1.32,0.83,0.141,3.03,4.45,20161229,1.71,1.07,5.56,-34.3,35.94,8.4,21024.0
688166,博瑞医药,化学制药,江苏,142.2,0.37,4.1,9.19,5.8,2.2,3.02,0.74,0.156,3.11,9.49,20191108,1.52,0.37,0.0,0.0,62.03,20.35,26778.0
002800,天顺股份,仓储物流,新疆,63.74,0.71,0.75,9.59,7.79,0.33,1.53,2.04,0.35700000000000004,6.25,4.85,20160530,2.2,2.94,45.64,5175.21,7.88,2.8,21162.0
300003,乐普医疗,医疗保健,北京,28.45,15.15,17.82,162.31,61.29,14.72,0.64,0.04,0.91,4.19,8.19,20091030,53.64,3.01,28.25,40.99,72.64,27.42,48643.0
000532,华金资本,多元金融,广东,128.2,3.43,3.45,26.17,6.79,1.0,0.26,0.07,0.073,2.33,5.32,19940103,3.71,1.07,-8.34,21.43,42.08,9.18,35007.0
000595,宝塔实业,机械基件,宁夏,0.0,7.52,7.64,17.88,8.63,4.39,4.81,0.63,-0.13,0.7,4.77,19960419,-6.97,-0.91,-26.64,-1058.14,2.32,-38.99,60381.0
300510,金冠股份,电气设备,吉林,184.89,5.05,8.83,51.05,15.04,10.4,27.58,3.12,0.028999999999999998,4.72,1.5,20160506,4.88,0.55,-13.22,-78.07,30.18,3.83,40573.0
300009,安科生物,生物制药,安徽,50.28,6.87,10.5,32.46,13.51,4.79,7.55,0.72,0.245,2.63,6.23,20091030,8.34,0.79,14.24,10.95,79.82,22.09,37000.0
601558,ST锐电,电气设备,北京,0.0,57.07,60.31,57.23,35.55,11.23,53.33,0.88,-0.003,0.24,4.25,20110113,-103.89,-1.72,-39.36,-1078.73,45.41,-8.3,202644.0
300779,惠城环保,环境保护,山东,54.53,0.25,1.0,8.86,4.31,3.18,4.0,4.0,0.46,6.46,4.47,20190522,1.26,1.26,0.0,0.0,37.75,15.38,15295.0
000760,*ST斯太,汽车配件,湖北,0.0,6.54,7.72,7.28,2.52,1.11,14.26,1.85,-0.065,0.63,2.19,19970627,-17.3,-2.24,-95.7,85.3,12.88,-639.53,56119.0
603378,亚士创能,染料涂料,上海,33.06,0.69,1.95,30.64,21.1,6.0,5.78,2.97,0.409,6.87,2.63,20170928,5.87,3.02,51.66,53.91,33.35,4.55,14020.0
300151,昌红科技,机械基件,深圳,56.98,2.87,5.03,10.67,5.94,2.42,1.11,0.22,0.10300000000000001,1.79,4.35,20101222,2.58,0.51,6.55,17.31,25.96,9.92,27327.0
600131,岷江水电,水力发电,四川,57.31,4.08,5.04,24.66,3.37,13.45,0.87,0.17,0.237,2.6,6.95,19980402,5.47,1.09,-0.05,8.72,16.14,14.97,31706.0
002046,轴研科技,机械基件,河南,72.99,4.09,5.24,44.21,23.38,9.29,15.39,2.93,0.069,5.13,1.32,20050526,5.71,1.09,-1.81,-13.09,25.4,2.57,27405.0
