date,open,close,high,low,volume
2014-09-10,5.497,5.996,5.996,5.497,260.0
2014-09-11,6.596,6.596,6.596,6.596,82.0
2014-09-12,7.256,7.256,7.256,7.256,90.0
2014-09-15,7.981,7.981,7.981,7.981,365.0
2014-09-16,8.779,8.779,8.779,8.779,2440.0
2014-09-17,9.656,9.656,9.656,9.656,4942.0
2014-09-18,10.623,10.623,10.623,10.287,62948.0
2014-09-19,10.773,10.616,11.201,10.612,96074.0
2014-09-22,10.229,9.957,10.316,9.944,51164.0
2014-09-23,9.961,10.174,10.185,9.92,38238.0
2014-09-24,10.192,10.62,10.818,10.189,42645.0
2014-09-25,10.553,10.427,10.879,10.424,34560.0
2014-09-26,10.318,10.366,10.603,10.229,20611.0
2014-09-29,10.342,10.644,10.731,10.342,25137.0
2014-09-30,10.686,11.709,11.709,10.522,53533.0
2014-10-08,11.861,12.318,12.47,11.665,53083.0
2014-10-09,12.187,12.168,12.492,12.057,26774.0
2014-10-10,12.057,12.187,12.579,11.972,27842.0
2014-10-13,12.105,11.904,12.272,11.534,25932.0
2014-10-14,11.689,11.404,11.861,11.317,29995.0
2014-10-15,11.402,11.541,11.663,11.321,18796.0
2014-10-16,11.413,11.273,11.574,11.273,21378.0
2014-10-17,11.208,11.724,11.828,11.151,25223.0
2014-10-20,11.658,11.476,11.661,11.432,14723.0
2014-10-21,11.36,11.883,12.057,11.36,20987.0
2014-10-22,11.798,11.883,12.433,11.754,27095.0
2014-10-23,11.896,12.438,12.616,11.896,29563.0
2014-10-24,12.353,12.113,12.549,12.078,20427.0
2014-10-27,11.754,11.273,11.889,11.273,19360.0
2014-10-28,11.441,11.73,11.804,11.399,12666.0
2014-10-29,11.748,12.59,12.675,11.748,28686.0
2014-10-30,12.492,12.662,12.799,12.383,21574.0
2014-10-31,12.601,13.362,13.82,12.448,26739.0
2014-11-03,13.293,13.711,13.711,13.167,18899.0
2014-11-04,13.687,13.134,13.687,13.104,17971.0
2014-11-05,13.062,13.347,13.691,12.858,17067.0
2014-11-06,13.145,14.033,14.211,13.08,21548.0
2014-11-07,14.037,14.137,14.942,13.896,28286.0
2014-11-10,14.081,15.145,15.476,14.007,30247.0
2014-11-11,15.016,15.343,15.561,14.588,26801.0
2014-11-12,15.127,15.904,16.205,14.803,26431.0
2014-11-13,15.452,15.147,15.669,15.125,23605.0
2014-11-14,15.006,13.639,15.006,13.632,28858.0
2014-11-17,13.658,13.898,14.29,13.362,14647.0
2014-11-18,13.898,15.147,15.147,13.863,18713.0
2014-11-19,15.099,15.326,15.602,14.864,18256.0
2014-11-20,15.03,15.023,15.256,14.868,15541.0
2014-11-21,14.882,15.643,16.431,14.855,23632.0
2014-11-24,15.822,15.484,15.878,15.291,18123.0
2014-11-25,15.515,14.821,15.571,14.442,23582.0
2014-11-26,14.755,15.082,15.406,14.712,13220.0
2014-11-27,15.343,15.256,15.722,15.088,15607.0
2014-11-28,15.432,15.04,15.432,14.929,14580.0
2014-12-01,15.04,15.043,15.556,14.472,25277.0
2014-12-02,14.984,15.615,15.778,14.973,24057.0
2014-12-03,15.528,15.406,15.735,14.969,19167.0
2014-12-04,15.345,15.223,15.669,15.169,16190.0
2014-12-05,15.191,14.538,15.191,14.536,21096.0
2014-12-08,14.364,14.033,14.527,13.904,18470.0
2014-12-09,13.991,12.666,14.013,12.662,21249.0
2014-12-10,12.771,12.949,13.299,12.679,13570.0
2014-12-11,12.84,13.162,13.254,12.727,10752.0
2014-12-12,13.058,13.243,13.273,13.019,6754.0
2014-12-15,13.188,13.626,13.809,13.014,12171.0
2014-12-16,13.504,13.349,13.885,13.201,10286.0
2014-12-17,13.275,12.797,13.275,12.666,11870.0
2014-12-18,12.731,12.163,12.971,12.163,12012.0
2014-12-19,12.068,11.793,12.263,11.534,11600.0
2014-12-22,11.793,10.934,11.793,10.882,10106.0
2014-12-23,10.969,11.358,11.611,10.969,9093.0
2014-12-24,11.487,12.27,12.479,11.487,14332.0
2014-12-25,12.359,12.205,12.535,11.752,13018.0
2014-12-26,12.081,12.353,12.699,12.081,9948.0
2014-12-29,12.115,11.937,12.144,11.502,10898.0
2014-12-30,11.817,11.578,12.035,11.452,9156.0
2014-12-31,11.691,11.711,11.861,11.273,8251.0
2015-01-05,11.537,11.101,11.724,10.764,9578.0
2015-01-06,10.99,11.497,11.524,10.903,12371.0
2015-01-07,11.452,11.197,11.452,11.051,7823.0
2015-01-08,11.119,11.164,11.399,11.073,8858.0
2015-01-09,11.047,11.032,11.349,10.971,8201.0
2015-01-12,10.969,10.751,10.969,10.638,6681.0
2015-01-13,10.773,11.125,11.173,10.638,8211.0
2015-01-14,11.117,11.28,11.454,10.921,9004.0
2015-01-15,11.228,11.149,11.423,11.084,7634.0
2015-01-16,11.149,11.48,11.48,11.071,8672.0
2015-01-19,11.275,11.796,12.294,11.208,15200.0
2015-01-20,11.643,12.242,12.294,11.578,18485.0
2015-01-21,12.187,12.168,12.337,12.035,11080.0
2015-01-22,12.133,12.448,12.535,12.078,9479.0
2015-01-23,12.492,12.024,12.579,11.983,11015.0
2015-01-26,12.002,12.072,12.231,12.002,8215.0
2015-01-27,11.983,11.889,12.139,11.776,7603.0
2015-01-28,11.861,12.013,12.089,11.678,8462.0
2015-01-29,11.95,11.741,12.052,11.722,5022.0
2015-01-30,11.702,11.36,11.813,11.317,5041.0
2015-02-02,11.265,11.356,11.504,11.099,3418.0
2015-02-03,11.413,11.669,11.861,11.393,6631.0
2015-02-04,11.706,11.508,11.793,11.493,5516.0
2015-02-05,11.626,11.497,11.811,11.473,6293.0
2015-02-06,11.48,11.029,11.587,10.969,7215.0
2015-02-09,10.99,10.792,11.029,10.773,4715.0
2015-02-10,10.838,11.154,11.154,10.718,5011.0
2015-02-11,11.186,11.184,11.245,11.058,3656.0
2015-02-12,11.752,12.231,12.272,11.643,26874.0
2015-02-13,12.068,12.237,12.401,12.035,16874.0
2015-02-16,12.237,12.831,13.08,12.237,15425.0
2015-02-17,12.699,12.716,12.884,12.459,10520.0
2015-02-25,12.71,12.146,12.71,12.046,10381.0
2015-02-26,12.129,12.198,12.337,12.048,6357.0
2015-02-27,12.155,12.342,12.47,12.155,6795.0
2015-03-02,12.47,12.649,12.649,12.298,9015.0
2015-03-03,12.596,12.224,12.596,12.194,8608.0
2015-03-04,12.222,12.422,12.514,12.222,7378.0
2015-03-05,12.422,12.829,12.969,12.32,16647.0
2015-03-06,12.829,12.677,12.879,12.549,10101.0
2015-03-09,12.681,13.101,13.117,12.572,13123.0
2015-03-10,13.134,12.986,13.275,12.873,9466.0
2015-03-11,12.949,12.882,13.014,12.742,7024.0
2015-03-12,12.886,12.623,12.905,12.446,8628.0
2015-03-13,12.699,13.21,13.271,12.657,9007.0
2015-03-16,13.297,13.667,13.793,13.167,14471.0
2015-03-17,13.672,13.598,13.88,13.299,12844.0
2015-03-18,13.537,14.146,14.466,13.41,12457.0
2015-03-19,14.107,14.02,14.296,13.717,10353.0
2015-03-20,13.924,14.187,14.385,13.894,11286.0
2015-03-23,14.364,14.816,14.971,14.207,13586.0
2015-03-24,14.818,14.47,14.908,13.82,17483.0
2015-03-25,14.366,15.125,15.125,14.12,21939.0
2015-03-26,14.799,14.49,15.047,14.272,15564.0
2015-03-27,14.34,14.342,14.568,14.189,8959.91
2015-03-30,14.37,13.907,14.494,13.859,11106.0
2015-03-31,13.939,14.055,14.2,13.885,7337.0
2015-04-01,14.055,14.451,14.538,13.989,10788.0
2015-04-02,14.431,15.088,15.186,14.431,19122.0
2015-04-03,15.06,15.669,15.746,14.908,16558.0
2015-04-07,15.885,16.879,17.08,15.878,20297.0
2015-04-08,16.758,16.218,16.888,15.674,20044.0
2015-04-09,16.218,16.296,16.385,15.016,21947.0
2015-04-10,15.948,16.932,17.062,15.948,16388.0
2015-04-13,17.04,17.824,18.015,16.975,19918.0
2015-04-14,18.281,16.731,18.477,16.525,27600.0
2015-04-15,16.366,15.21,16.488,15.191,19115.0
2015-04-16,15.151,15.06,15.637,14.712,11766.0
2015-04-17,15.23,15.271,15.602,14.842,12282.0
2015-04-20,15.386,14.57,15.447,14.505,14975.0
2015-04-21,14.41,15.069,15.27,14.213,21807.0
2015-04-22,14.978,15.249,15.755,14.978,32033.0
2015-04-23,15.209,15.943,16.087,15.013,38274.0
2015-04-24,15.729,15.467,15.847,15.117,30127.0
2015-04-27,15.541,15.17,15.773,15.144,30817.0
2015-04-28,15.292,14.239,15.332,13.995,29225.0
2015-04-29,14.265,14.567,14.637,14.244,20093.0
2015-04-30,14.624,14.729,14.908,14.462,19614.0
2015-05-04,14.833,14.536,14.842,14.335,12550.0
2015-05-05,14.514,14.493,15.026,14.423,21495.0
2015-05-06,14.493,14.528,15.004,14.418,20827.0
2015-05-07,14.549,13.85,14.619,13.811,15531.0
2015-05-08,13.942,14.724,14.803,13.942,21352.0
2015-05-11,14.947,15.642,15.782,14.768,38013.0
2015-05-12,15.729,15.904,15.991,15.292,46234.0
2015-05-13,15.572,16.079,16.336,15.292,40373.0
2015-05-14,16.074,16.66,17.162,16.013,39908.0
2015-05-15,16.537,17.455,18.045,16.079,53837.0
2015-05-18,17.695,19.203,19.203,17.477,70316.0
2015-05-19,19.482,18.831,20.221,18.307,57524.0
2015-05-20,18.6,18.394,19.417,18.386,45838.0
2015-05-21,18.316,19.058,19.085,17.861,49421.0
2015-05-22,19.404,18.604,19.661,18.132,46583.0
2015-05-25,17.87,18.482,18.875,17.464,40372.0
2015-05-26,18.569,20.33,20.33,18.569,44897.0
2015-05-27,21.628,22.362,22.362,20.448,83202.0
2015-05-28,23.856,23.222,24.599,23.222,114941.0
2015-05-29,22.458,23.449,24.778,20.902,84312.0
2015-06-01,23.196,23.148,23.594,22.353,47587.0
2015-06-02,23.144,23.148,23.436,21.693,57567.0
2015-06-03,23.148,22.58,23.148,22.069,27601.0
2015-06-04,22.458,20.666,22.458,20.321,40584.0
2015-06-05,21.046,20.714,21.365,20.098,33657.0
2015-06-08,20.789,19.207,20.963,19.05,31567.0
2015-06-09,19.181,19.666,20.094,18.936,26559.0
2015-06-10,19.775,20.334,20.741,19.168,27460.0
2015-06-11,20.352,20.579,20.732,20.151,25240.0
2015-06-12,20.732,20.465,20.732,20.36,25340.0
2015-06-15,20.264,18.788,20.461,18.421,33161.0
2015-06-16,18.307,17.341,18.351,17.11,34520.0
2015-06-17,17.389,18.473,18.473,17.132,31327.0
2015-06-18,18.442,16.952,18.442,16.918,22729.0
2015-06-19,16.485,16.446,17.564,16.385,23195.0
2015-06-23,16.385,17.293,17.302,15.777,21906.0
2015-06-24,17.477,18.394,18.407,17.302,33568.0
2015-06-25,18.469,17.092,18.469,16.603,25198.0
2015-06-26,16.428,15.384,16.992,15.384,26098.0
2015-06-29,15.969,13.846,16.079,13.846,21931.0
2015-06-30,13.108,14.606,14.724,12.461,31531.0
2015-07-01,14.283,13.501,15.205,13.23,29468.0
2015-07-02,13.16,12.151,13.929,12.151,23471.0
2015-07-03,11.382,10.94,12.662,10.936,30848.0
2015-07-06,12.033,9.848,12.033,9.848,31872.0
2015-07-07,9.175,8.865,9.337,8.865,16415.0
2015-07-08,7.978,8.433,8.647,7.978,52510.0
2015-07-09,8.236,9.276,9.276,8.17,26617.0
2015-07-10,10.202,10.202,10.202,9.665,10999.0
2015-07-13,11.224,11.224,11.224,10.923,28631.0
2015-07-14,12.063,12.347,12.347,11.797,58902.0
2015-07-15,12.103,11.111,12.103,11.111,34339.0
2015-07-16,11.111,11.613,12.094,10.311,39457.0
2015-07-17,11.753,12.679,12.771,11.753,30317.0
2015-07-20,12.697,13.352,13.54,12.627,37903.0
2015-07-21,12.942,13.287,13.697,12.583,26817.0
2015-07-22,13.239,13.326,13.549,12.955,26291.0
2015-07-23,13.33,14.108,14.222,12.898,30719.0
2015-07-24,14.03,13.684,14.659,13.636,35248.0
2015-07-27,13.23,12.317,14.069,12.317,32020.0
2015-07-28,11.36,11.919,12.78,11.085,40999.0
2015-07-29,12.378,12.806,12.872,11.303,35832.0
2015-07-30,12.815,13.566,14.086,11.539,70003.0
