date,close,high,low,open,volume
2017-08-29,16.861,16.861,15.456,15.456,75.000
2017-08-30,18.545,18.545,18.545,18.545,26.000
2017-08-31,20.398,20.398,20.398,20.398,36.000
2017-09-01,22.441,22.441,22.441,22.441,54.000
2017-09-04,24.683,24.683,24.683,24.683,74.000
2017-09-05,27.155,27.155,27.155,27.155,114.000
2017-09-06,29.875,29.875,29.875,29.875,118.000
2017-09-07,32.865,32.865,32.865,32.865,469.000
2017-09-08,36.153,36.153,36.153,36.153,924.000
2017-09-13,39.770,39.770,39.770,39.770,1586.000
2017-09-14,43.746,43.746,43.746,43.746,826.000
2017-09-15,48.121,48.121,48.121,48.121,2977.000
2017-09-18,52.934,52.934,51.330,52.934,137927.000
2017-09-19,55.824,57.737,51.200,51.818,135323.000
2017-09-20,56.512,59.780,50.841,53.084,119086.000
2017-09-21,52.107,57.697,51.818,55.904,91129.000
2017-09-22,51.419,53.961,48.998,50.702,69556.000
2017-09-25,56.561,56.561,50.493,51.419,74569.000
2017-09-26,52.625,59.192,51.330,57.299,92507.000
2017-09-27,49.108,50.333,47.932,49.815,66532.000
2017-09-28,47.583,50.323,47.563,49.287,51721.000
2017-09-29,47.005,48.829,46.716,47.842,36057.000
2017-10-09,48.111,48.410,47.015,48.041,21060.000
2017-10-10,49.157,49.317,47.732,47.852,28796.000
2017-10-11,48.829,49.257,47.055,49.028,32688.000
2017-10-12,49.656,50.323,48.231,48.619,38213.000
2017-10-13,49.137,49.745,48.330,49.526,23529.000
2017-10-16,46.736,49.058,46.437,49.058,29709.000
2017-10-17,46.945,47.414,46.038,46.836,14996.000
2017-10-18,45.650,48.021,45.640,46.945,20298.000
2017-10-19,44.643,45.341,43.886,45.221,25428.000
2017-10-20,45.161,45.430,44.225,44.394,13377.000
2017-10-23,45.530,45.640,44.843,45.271,10878.000
2017-10-24,44.245,45.241,43.856,45.241,15294.000
2017-10-25,45.700,46.038,44.245,44.314,17367.000
2017-10-26,47.752,48.709,45.510,45.719,37483.000
2017-10-27,45.869,46.836,45.849,46.337,27668.000
2017-10-30,42.850,45.241,42.351,44.942,27360.000
2017-10-31,43.288,43.398,42.431,42.571,11613.000
2017-11-01,44.932,45.540,43.049,43.288,21721.000
2017-11-02,45.161,46.636,44.294,44.653,25314.000
2017-11-03,45.411,46.487,44.364,45.042,18562.000
2017-11-06,46.736,47.752,46.218,46.826,24929.000
2017-11-07,47.553,47.752,45.690,46.188,23195.000
2017-11-08,48.689,50.094,47.703,47.832,39853.000
2017-11-09,50.024,50.084,47.722,47.832,34674.000
2017-11-10,49.596,50.323,48.858,49.745,25330.000
2017-11-13,53.273,53.273,50.822,51.071,47280.000
2017-11-14,58.604,58.604,52.695,53.273,88492.000
2017-11-15,57.209,60.537,56.601,58.784,77100.000
2017-11-16,52.705,59.282,52.585,58.923,71276.000
2017-11-17,54.269,56.123,52.516,53.313,67271.000
2017-11-20,53.034,54.020,48.839,49.825,44492.000
2017-11-21,49.805,53.582,47.842,51.918,50110.000
2017-11-22,50.433,51.061,47.334,48.958,36674.000
2017-11-23,51.997,54.509,48.350,49.586,44503.000
2017-11-24,50.024,54.279,49.825,50.822,42213.000
2017-11-27,45.022,48.719,45.022,47.832,35989.000
2017-11-28,45.450,45.839,43.527,44.045,22732.000
2017-11-29,45.391,46.596,44.344,45.241,19251.000
2017-11-30,46.287,47.105,44.892,44.892,25998.000
2017-12-01,46.387,46.935,44.534,45.759,21213.000
2017-12-04,41.753,45.341,41.753,45.341,34114.000
2017-12-05,38.993,42.152,38.385,41.853,22861.000
2017-12-06,40.508,40.807,38.315,39.043,17658.000
2017-12-07,41.793,42.820,40.259,40.299,25389.000
2017-12-08,42.640,43.447,40.867,41.275,19325.000
2017-12-11,42.451,42.949,41.863,42.361,13863.000
2017-12-12,40.857,42.929,40.757,42.411,14925.000
2017-12-13,42.770,43.029,40.418,40.418,19099.000
2017-12-14,42.959,43.348,42.292,42.680,14130.000
2017-12-15,42.860,44.833,42.610,43.069,20058.000
2017-12-18,43.697,44.005,42.371,42.650,13183.000
2017-12-19,43.926,44.125,43.258,43.697,11433.000
2017-12-20,43.148,45.251,43.129,44.015,14189.000
2017-12-21,42.052,44.105,41.156,42.850,21022.000
2017-12-22,42.551,43.428,42.003,42.092,14514.000
2017-12-25,41.574,42.830,40.338,42.630,17626.000
2017-12-26,43.198,43.846,41.096,41.096,19570.000
2017-12-27,42.850,44.544,42.850,44.155,21197.000
2017-12-28,42.820,44.304,42.441,42.441,19921.000
2017-12-29,42.401,43.447,41.464,43.447,16761.000
2018-01-02,42.252,42.710,41.704,42.630,13016.000
2018-01-03,43.148,43.148,41.953,42.242,16218.000
2018-01-04,42.511,43.846,42.301,42.879,16091.000
2018-01-05,41.704,43.099,41.255,42.610,14957.000
2018-01-08,40.717,41.743,39.621,41.614,17578.000
2018-01-09,41.175,41.504,40.518,40.857,12563.000
2018-01-10,39.162,41.046,38.764,41.046,20305.000
2018-01-11,39.601,40.039,38.704,38.864,11473.000
2018-01-12,39.053,39.601,38.933,39.601,9297.000
2018-01-15,37.219,39.292,37.160,39.063,14281.000
2018-01-16,38.206,38.315,36.671,36.671,11223.000
2018-01-17,39.342,39.372,37.757,38.246,16151.000
2018-01-18,38.704,39.123,38.246,39.043,10367.000
2018-01-19,38.674,39.651,38.306,38.565,10177.000
2018-01-22,37.558,38.465,36.572,38.465,13810.000
2018-01-23,37.767,38.116,37.189,37.259,7165.000
2018-01-24,38.644,38.973,37.409,37.867,12062.000
2018-01-25,37.827,39.023,37.688,38.525,13030.000
2018-01-26,36.930,38.166,36.811,37.478,10325.000
2018-01-29,37.947,37.957,36.751,36.881,9999.000
2018-01-30,37.269,37.917,36.940,37.917,7588.000
2018-01-31,34.987,37.160,34.937,37.160,12782.000
2018-02-01,33.522,35.575,33.253,35.157,9932.000
2018-02-02,32.615,33.761,32.097,32.964,7025.000
2018-02-05,31.250,32.456,31.091,32.127,6373.000
2018-02-06,28.161,30.692,28.121,29.945,14530.000
2018-02-07,29.227,29.775,27.922,29.287,13848.000
2018-02-08,29.845,30.025,28.988,28.988,9286.000
