date,close,high,low,open,volume
2019-05-15,29.150,29.150,29.150,29.150,393.000
2019-05-16,32.070,32.070,32.070,32.070,153.000
2019-05-17,35.280,35.280,35.280,35.280,523.500
2019-05-20,38.810,38.810,38.810,38.810,1757.500
2019-05-21,42.690,42.690,42.690,42.690,4880.030
2019-05-22,44.630,46.860,43.600,46.000,248809.850
2019-05-23,44.570,45.290,42.500,43.000,167641.970
2019-05-24,42.630,45.240,42.630,44.000,123783.850
2019-05-27,43.580,44.700,41.120,41.910,124946.720
2019-05-28,44.910,46.470,42.800,43.110,165008.030
2019-05-29,45.110,47.470,44.500,44.680,165461.000
2019-05-30,49.620,49.620,44.910,45.880,184084.000
2019-05-31,51.500,54.580,50.000,50.080,239398.000
2019-06-03,46.350,52.520,46.350,51.040,180447.000
2019-06-04,43.760,45.600,43.230,45.350,123188.000
2019-06-05,43.000,44.750,43.000,44.300,82981.000
2019-06-06,43.210,44.300,42.520,42.790,75422.630
2019-06-10,44.630,45.150,42.600,43.190,74746.040
2019-06-11,46.270,46.460,43.980,44.500,86646.000
2019-06-12,44.610,46.990,44.600,45.890,82701.000
2019-06-13,46.710,47.470,44.040,44.340,104237.000
2019-06-14,43.470,47.280,43.340,46.210,88101.860
2019-06-17,43.550,44.150,42.700,43.450,45297.540
2019-06-18,45.390,46.500,43.120,43.640,80823.440
2019-06-19,47.780,49.200,45.630,47.000,117658.750
2019-06-20,47.800,48.870,46.270,46.390,106902.930
2019-06-21,47.600,49.170,47.120,47.600,89094.000
2019-06-24,48.250,49.650,47.180,47.770,89914.000
2019-06-25,46.960,48.000,45.800,47.940,67691.000
2019-06-26,48.370,48.600,46.610,46.610,65844.000
2019-06-27,48.390,50.390,47.910,48.790,94198.000
2019-06-28,49.140,50.790,48.180,48.460,96498.000
2019-07-01,52.020,53.050,49.170,50.150,106343.000
2019-07-02,50.600,51.650,49.830,51.650,87529.000
2019-07-03,48.000,50.160,47.800,50.100,72369.000
2019-07-04,48.470,48.990,47.970,48.290,48410.000
2019-07-05,53.320,53.320,48.600,48.600,121282.000
2019-07-08,49.330,52.250,49.010,52.250,114674.070
2019-07-09,50.720,50.780,48.700,48.780,74446.160
2019-07-10,50.060,51.510,49.540,50.590,66768.990
2019-07-11,48.690,50.590,48.090,50.400,65257.600
2019-07-12,46.200,48.420,46.000,48.240,71077.530
2019-07-15,48.240,48.440,46.210,46.470,59017.000
2019-07-16,48.880,49.460,47.510,47.920,57762.000
2019-07-17,48.520,49.340,48.200,48.920,46719.000
2019-07-18,46.760,48.400,46.760,48.340,45634.000
2019-07-19,46.500,47.590,46.130,46.950,36146.000
2019-07-22,44.360,47.350,44.050,47.010,46305.000
2019-07-23,45.430,45.660,44.200,44.400,30062.000
2019-07-24,47.060,48.480,45.480,45.590,52520.000
2019-07-25,47.350,48.340,46.860,47.070,49671.000
2019-07-26,47.670,47.950,46.640,47.070,38631.000
2019-07-29,48.550,48.600,46.710,47.110,53008.000
2019-07-30,47.600,48.570,47.400,48.290,45059.000
2019-07-31,47.000,47.990,46.820,47.250,36032.000
2019-08-01,47.160,47.370,46.450,46.510,35390.000
2019-08-02,45.960,46.340,44.900,46.290,52042.560
2019-08-05,46.510,47.780,45.770,45.880,49554.620
2019-08-06,48.900,49.960,45.010,45.610,107722.890
2019-08-07,48.190,49.380,47.750,48.800,61431.110
2019-08-08,49.870,50.450,48.200,48.200,87903.450
2019-08-09,48.790,51.400,48.580,49.960,76908.340
2019-08-12,52.990,53.580,48.330,48.600,102706.500
2019-08-13,53.080,53.480,51.500,51.830,75108.320
2019-08-14,52.200,55.580,51.890,53.970,107003.700
2019-08-15,52.240,52.490,49.620,50.000,67123.280
2019-08-16,54.800,56.150,51.700,52.040,106013.090
2019-08-19,55.800,57.150,54.390,54.890,84346.000
2019-08-20,54.800,56.660,54.420,55.600,62454.000
2019-08-21,55.220,56.200,54.600,54.820,49287.000
2019-08-22,52.580,55.180,52.500,55.100,80778.000
2019-08-23,52.680,53.000,51.180,52.610,56181.000
2019-08-26,52.010,53.250,51.510,51.990,40774.000
2019-08-27,54.810,54.870,53.270,53.700,71840.000
2019-08-28,57.690,60.250,54.400,54.680,100582.000
2019-08-29,58.520,58.740,56.560,57.390,71475.000
2019-08-30,58.560,61.350,57.810,58.100,95025.000
2019-09-02,62.350,63.200,58.710,58.710,85979.000
2019-09-03,62.210,63.900,61.300,61.950,76762.000
2019-09-04,62.210,63.290,60.600,61.560,68983.000
2019-09-05,61.800,63.880,61.600,63.000,73062.000
2019-09-06,62.250,63.460,60.660,61.860,60549.000
2019-09-09,65.010,65.080,62.000,62.400,67290.000
2019-09-10,62.000,64.930,61.750,64.760,64968.000
2019-09-11,61.000,62.890,61.000,62.380,41194.000
2019-09-12,61.410,61.880,60.500,61.050,29316.000
2019-09-16,62.740,63.830,61.110,61.530,44038.000
2019-09-17,61.050,62.800,60.600,62.800,36536.000
2019-09-18,61.130,62.350,61.030,61.480,30816.000
2019-09-19,63.300,63.380,60.350,61.200,45145.000
2019-09-20,62.300,63.580,61.910,63.490,37894.000
2019-09-23,61.860,62.380,60.580,62.040,31201.000
2019-09-24,64.690,65.990,61.660,61.680,66753.000
2019-09-25,62.310,65.350,61.500,64.180,51553.000
2019-09-26,55.630,61.580,55.630,61.500,75521.000
2019-09-27,55.080,55.970,54.180,54.900,35773.000
2019-09-30,52.770,55.600,52.660,55.160,35077.000
